0, 0, 3, 0, 0, none
0, 1, 1, 0, 0, none
0, 2, 1, 0, 0, none
0, 3, 3, 0, 0, none
0, 4, 1, 0, 0, none
0, 5, 2, 0, 0, none
0, 6, 3, 0, 0, none
0, 7, 4, 0, 0, none
0, 8, 4, 0, 0, none
0, 9, 1, 0, 0, none
0, 10, 0, 0, 0, none
0, 11, 1, 0, 0, none
0, 12, 5, 0, 0, none
0, 13, 0, 0, 0, none
0, 14, 1, 0, 0, none
0, 15, 1, 0, 0, none
0, 16, 6, 0, 0, none
0, 17, 5, 0, 0, none
0, 18, 2, 0, 0, none
0, 19, 5, 0, 0, none
0, 20, 2, 0, 0, none
0, 21, 2, 0, 0, none
0, 22, 1, 0, 0, none
0, 23, 6, 0, 0, none
0, 24, 3, 0, 0, none
1, 0, 0, 0, 0, none
1, 1, 4, 0, 0, none
1, 2, 1, 0, 0, none
1, 3, 4, 0, 0, none
1, 4, 1, 0, 0, none
1, 5, 5, 0, 0, none
1, 6, 1, 0, 0, none
1, 7, 0, 0, 0, none
1, 8, 2, 0, 0, none
1, 9, 0, 0, 0, none
1, 10, 3, 0, 0, none
1, 11, 2, 0, 0, none
1, 12, 5, 0, 0, none
1, 13, 3, 0, 0, none
1, 14, 1, 0, 0, none
1, 15, 2, 0, 0, none
1, 16, 0, 0, 0, none
1, 17, 1, 0, 0, none
1, 18, 0, 0, 0, none
1, 19, 0, 0, 0, none
1, 20, 2, 0, 0, none
1, 21, 1, 0, 0, none
1, 22, 6, 0, 0, none
1, 23, 1, 0, 0, none
1, 24, 1, 0, 0, none
2, 0, 5, 0, 0, none
2, 1, 2, 0, 0, none
2, 2, 1, 0, 0, none
2, 3, 3, 0, 0, none
2, 4, 2, 0, 0, none
2, 5, 2, 0, 0, none
2, 6, 1, 0, 0, none
2, 7, 1, 0, 0, none
2, 8, 5, 0, 0, none
2, 9, 4, 0, 0, none
2, 10, 1, 0, 0, none
2, 11, 2, 0, 0, none
2, 12, 6, 0, 0, none
2, 13, 0, 0, 0, none
2, 14, 6, 0, 0, none
2, 15, 1, 0, 0, none
2, 16, 6, 0, 0, none
2, 17, 4, 0, 0, none
2, 18, 5, 0, 0, none
2, 19, 1, 0, 0, none
2, 20, 0, 0, 0, none
2, 21, 0, 0, 0, none
2, 22, 1, 0, 0, none
2, 23, 0, 0, 0, none
2, 24, 0, 0, 0, none
3, 0, 3, 0, 0, none
3, 1, 6, 0, 0, none
3, 2, 0, 0, 0, none
3, 3, 3, 0, 0, none
3, 4, 5, 0, 0, none
3, 5, 1, 0, 0, none
3, 6, 4, 0, 0, none
3, 7, 3, 0, 0, none
3, 8, 4, 0, 0, none
3, 9, 4, 0, 0, none
3, 10, 0, 0, 0, none
3, 11, 6, 0, 0, none
3, 12, 1, 0, 0, none
3, 13, 1, 0, 0, none
3, 14, 5, 0, 0, none
3, 15, 1, 0, 0, none
3, 16, 0, 0, 0, none
3, 17, 3, 0, 0, none
3, 18, 3, 0, 0, none
3, 19, 0, 0, 0, none
3, 20, 4, 0, 0, none
3, 21, 1, 0, 0, none
3, 22, 6, 0, 0, none
3, 23, 0, 0, 0, none
3, 24, 6, 0, 0, none
4, 0, 1, 0, 0, none
4, 1, 4, 0, 0, none
4, 2, 1, 0, 0, none
4, 3, 4, 0, 0, none
4, 4, 3, 0, 0, none
4, 5, 1, 0, 0, none
4, 6, 0, 0, 0, none
4, 7, 0, 0, 0, none
4, 8, 0, 0, 0, none
4, 9, 6, 0, 0, none
4, 10, 0, 0, 0, none
4, 11, 6, 0, 0, none
4, 12, 3, 0, 0, none
4, 13, 5, 0, 0, none
4, 14, 2, 0, 0, none
4, 15, 2, 0, 0, none
4, 16, 1, 0, 0, none
4, 17, 0, 0, 0, none
4, 18, 2, 0, 0, none
4, 19, 0, 0, 0, none
4, 20, 3, 0, 0, none
4, 21, 6, 0, 0, none
4, 22, 2, 0, 0, none
4, 23, 3, 0, 0, none
4, 24, 0, 0, 0, none
5, 0, 1, 0, 0, none
5, 1, 3, 0, 0, none
5, 2, 1, 0, 0, none
5, 3, 0, 0, 0, none
5, 4, 6, 0, 0, none
5, 5, 6, 0, 0, none
5, 6, 0, 0, 0, none
5, 7, 0, 0, 0, none
5, 8, 0, 0, 0, none
5, 9, 1, 0, 0, none
5, 10, 5, 0, 0, none
5, 11, 6, 0, 0, none
5, 12, 4, 0, 0, none
5, 13, 4, 0, 0, none
5, 14, 2, 0, 0, none
5, 15, 1, 0, 0, none
5, 16, 3, 0, 0, none
5, 17, 3, 0, 0, none
5, 18, 2, 0, 0, none
5, 19, 1, 0, 0, none
5, 20, 6, 0, 0, none
5, 21, 6, 0, 0, none
5, 22, 5, 0, 0, none
5, 23, 4, 0, 0, none
5, 24, 6, 0, 0, none
6, 0, 1, 0, 0, none
6, 1, 6, 0, 0, none
6, 2, 6, 0, 0, none
6, 3, 6, 0, 0, none
6, 4, 1, 0, 0, none
6, 5, 4, 0, 0, none
6, 6, 2, 0, 0, none
6, 7, 5, 0, 0, none
6, 8, 4, 0, 0, none
6, 9, 4, 0, 0, none
6, 10, 5, 0, 0, none
6, 11, 1, 0, 0, none
6, 12, 1, 0, 0, none
6, 13, 0, 0, 0, none
6, 14, 0, 0, 0, none
6, 15, 0, 0, 0, none
6, 16, 0, 0, 0, none
6, 17, 1, 0, 0, none
6, 18, 0, 0, 0, none
6, 19, 1, 0, 0, none
6, 20, 0, 0, 0, none
6, 21, 2, 0, 0, none
6, 22, 6, 0, 0, none
6, 23, 5, 0, 0, none
6, 24, 6, 0, 0, none
7, 0, 4, 0, 0, none
7, 1, 2, 0, 0, none
7, 2, 5, 0, 0, none
7, 3, 0, 0, 0, none
7, 4, 5, 0, 0, none
7, 5, 2, 0, 0, none
7, 6, 4, 0, 0, none
7, 7, 0, 0, 0, none
7, 8, 2, 0, 0, none
7, 9, 2, 0, 0, none
7, 10, 6, 0, 0, none
7, 11, 0, 0, 0, none
7, 12, 3, 0, 0, none
7, 13, 1, 0, 0, none
7, 14, 4, 0, 0, none
7, 15, 0, 0, 0, none
7, 16, 1, 0, 0, none
7, 17, 3, 0, 0, none
7, 18, 1, 0, 0, none
7, 19, 2, 0, 0, none
7, 20, 5, 0, 0, none
7, 21, 0, 0, 0, none
7, 22, 5, 0, 0, none
7, 23, 4, 0, 0, none
7, 24, 5, 0, 0, none
8, 0, 0, 0, 0, none
8, 1, 6, 0, 0, none
8, 2, 5, 0, 0, none
8, 3, 3, 0, 0, none
8, 4, 0, 0, 0, none
8, 5, 2, 0, 0, none
8, 6, 4, 0, 0, none
8, 7, 5, 0, 0, none
8, 8, 0, 0, 0, none
8, 9, 0, 0, 0, none
8, 10, 2, 0, 0, none
8, 11, 5, 0, 0, none
8, 12, 5, 0, 0, none
8, 13, 3, 0, 0, none
8, 14, 2, 0, 0, none
8, 15, 1, 0, 0, none
8, 16, 2, 0, 0, none
8, 17, 6, 0, 0, none
8, 18, 6, 0, 0, none
8, 19, 2, 0, 0, none
8, 20, 5, 0, 0, none
8, 21, 0, 0, 0, none
8, 22, 6, 0, 0, none
8, 23, 1, 0, 0, none
8, 24, 1, 0, 0, none
9, 0, 5, 0, 0, none
9, 1, 4, 0, 0, none
9, 2, 5, 0, 0, none
9, 3, 5, 0, 0, none
9, 4, 3, 0, 0, none
9, 5, 4, 0, 0, none
9, 6, 6, 0, 0, none
9, 7, 0, 0, 0, none
9, 8, 5, 0, 0, none
9, 9, 4, 0, 0, none
9, 10, 2, 0, 0, none
9, 11, 3, 0, 0, none
9, 12, 2, 0, 0, none
9, 13, 6, 0, 0, none
9, 14, 6, 0, 0, none
9, 15, 3, 0, 0, none
9, 16, 1, 0, 0, none
9, 17, 1, 0, 0, none
9, 18, 6, 0, 0, none
9, 19, 2, 0, 0, none
9, 20, 2, 0, 0, none
9, 21, 2, 0, 0, none
9, 22, 3, 0, 0, none
9, 23, 6, 0, 0, none
9, 24, 6, 0, 0, none
10, 0, 0, 0, 0, none
10, 1, 2, 0, 0, none
10, 2, 4, 0, 0, none
10, 3, 4, 0, 0, none
10, 4, 6, 0, 0, none
10, 5, 6, 0, 0, none
10, 6, 1, 0, 0, none
10, 7, 5, 0, 0, none
10, 8, 2, 0, 0, none
10, 9, 4, 0, 0, none
10, 10, 0, 0, 0, powerBar
10, 11, 4, 0, 0, none
10, 12, 6, 0, 0, none
10, 13, 6, 0, 0, none
10, 14, 4, 0, 0, none
10, 15, 5, 0, 0, none
10, 16, 0, 0, 0, none
10, 17, 6, 0, 0, none
10, 18, 3, 0, 0, none
10, 19, 1, 0, 0, none
10, 20, 3, 0, 0, none
10, 21, 0, 0, 0, none
10, 22, 5, 0, 0, none
10, 23, 2, 0, 0, none
10, 24, 6, 0, 0, none
11, 0, 3, 0, 0, none
11, 1, 1, 0, 0, none
11, 2, 0, 0, 0, none
11, 3, 2, 0, 0, none
11, 4, 2, 0, 0, none
11, 5, 3, 0, 0, none
11, 6, 2, 0, 0, none
11, 7, 6, 0, 0, none
11, 8, 3, 0, 0, none
11, 9, 1, 0, 0, none
11, 10, 0, 0, 0, t1Treasure
11, 11, 1, 0, 0, none
11, 12, 6, 0, 0, none
11, 13, 1, 0, 0, none
11, 14, 5, 0, 0, none
11, 15, 1, 0, 0, none
11, 16, 0, 0, 0, none
11, 17, 4, 0, 0, none
